Product ID (DO NOT EDIT),Product Name (English),Product Name (Traditional Chinese),Product Summary (English),Product Summary (Traditional Chinese),SEO Title (English),SEO Title (Traditional Chinese),SEO Description (English),SEO Description (Traditional Chinese),SEO Keywords,Hidden Product,Preorder Product,Preorder Note (English),Preorder Note (Traditional Chinese),Status,Brand,Hide Price,Regular Price,Sale Price,Product Retail Store Price,Member Price,Bronze Member Price,Silver Member Price,Gold Member Price,批發商戶 Price,Unlimited Quantity,Same Price,Product Cost,SKU,Quantity (DO NOT EDIT),Update Quantity (e.g. +5 or -8),Weight(KG),Supplier,Product Tag,Variant ID (DO NOT EDIT),Variant (English) (DO NOT EDIT),Variant (Traditional Chinese) (DO NOT EDIT),Variant Quantity (DO NOT EDIT),Update Variant Quantity (e.g. +5 or -8),Variant Price,Variant Sale Price,Variant Retail Store Price,Variant Member Price,Variant Bronze Member Price,Variant Silver Member Price,Variant Gold Member Price,Variant 批發商戶 Price,Variant Cost,Variant Weight(KG),Variant SKU,Location ID,MPN,Barcode,SL_STOCK_ID(DO NOT EDIT),Warehouse(DO NOT EDIT),SL_KEY0(DO NOT EDIT),SL_KEY1(DO NOT EDIT)
5fd1ce407c99b500237b988b,Baci - Student Schoolgirl Set One Size,Baci Student Schoolgirl 女學生套裝,,,Baci - Student Schoolgirl Set One Size,Baci Student Schoolgirl 女學生套裝,"Pass every oral test with this sensual and alluring school girl uniform. The white short top with short sleeves, collar and trimming with Baci school badge, is tied in the chest area and is close-fitting. The blue and green short,",尺碼：One Size 均碼，適合所有人士,,N,N,,,Y,Baci,N,298,0,,0,0,0,0,0,N,,136.68,E25222,2,+0,1,,,,,,,,,,,,,,,,,,,,,4890808123355,5fd1ce407c99b500237b9890,Primary,73592d4305d003c2bad4f36c8e00956e,84167e70728d65f1508fe2ea615f2f24
5fd1d028efe2d70029c3ee04,Baci Lace Love Slave Set One Size,Baci Lace Love Slave 蕾絲SM內衣套裝,,,Baci Lace Love Slave Set One Size,Baci Lace Love Slave 蕾絲SM內衣套裝,"This stunning, delicate, black lace bikini invites you to devotional moments. The delicate halterneck bra and revealing, open style G-string are decorated with playful bows. The wide collar and passionate, close-fitting lace cuffs",內容物：-胸罩-內褲-蕾絲頸帶-蕾絲手圈-金屬身體鏈飾尺碼：-Free Size 均碼,Dreams by Baci Lingerie Lace Love Slave Set 金屬流蘇鏈飾蕾絲內衣套裝,N,N,,,Y,Baci,N,328,298,,0,0,0,0,0,N,,121,E25242,6,+0,1,,,,,,,,,,,,,,,,,,,,,4890808124260,5fd1d028efe2d70029c3ee09,Primary,71ab392b055e00567fa93e5d3536ee61,b3058257794cb1c8ddb85f0302b1ff3e
5fd1d21e607ea9002009ba74,Baci At Your Service French Maid Set One Size,Baci At Your Service 法國女僕套裝,,,Baci At Your Service French Maid Set One Size,Baci At Your Service 法國女僕套裝,"The housemaid is always ready for private concerns in her revealing, black uniform.The apron, the teddy and the collar are innocent. Including apron teddy and collar.Size: One Size",尺碼：One Size 均碼，適合所有人士,,N,N,,,Y,Baci,N,278,0,,0,0,0,0,180,N,,102.46,E25254,1,+0,1,,,,,,,,,,,,,,,,,,,,,4890808125007,5fd1d21f607ea9002009ba79,Primary,d306d9b2f022b996bde40d3db6cb6119,fb6dccc60421f543818db8596d54c9ab
5fd1d5aaf51852003b10bbec,Obsessive Stewardess Costume Grey S/M,Obsessive Stewardess 空姐套裝 灰色 S/M碼,,,Obsessive Stewardess Costume Grey S/M,Obsessive 歐洲空姐套裝 灰色 S/M碼,Welcome aboard! If you’re holding this box in your hand – it means that you love having fun! With this stewardess costume you can take your lover into a great trip! And? You will definitely enjoy the flight. Seductive costume of o,歡迎上機！有了這身空姐套裝，你就可以帶你的愛人去一次美妙的旅行！你們一定會喜歡這次飛行，因為這誘人服裝是世界上最性感的職業！  詳細資料： 誘人的開口和低領口突出胸部 高領和短袖與仿肩章的組合增添了個性 背部剪裁輕鬆地展示身體曲線 帽子上裝飾著“熱情服務”的標誌 包括：連衣裙、迷人的丁字褲和帽子 非常貼合身體的彈性面料，強調其曲線  FreakyFun! 奇妙樂趣 有了這套服裝，每天晚上都可以變成極度有趣的旅行！   highly elastic fabr,"Obsessive 歐洲空姐套裝 灰色 S/M碼, 空姐, 購買Obsessive - 空姐服裝- 灰色- S/M , 網上買性感衣服和角色扮演服裝",N,N,,,Y,Obsessive,N,398,0,,0,0,0,0,0,N,,163.56,E24017,3,+0,1,,,,,,,,,,,,,,,,,,,,,5900308550496,5fd1d5abf51852003b10bbf1,Primary,3b03dc80ffcf652b4891185cc49c1fcf,ad87346d5d9c3f869fb8566e911279fd
5fd1d7df965bd6001aa0fa4e,Baci - Mini Lace Chemise Black S/M,Baci 迷你蕾絲寬鬆內衣 黑色 S/M,,,Baci - Mini Lace Chemise Black S/M,Baci 迷你蕾絲寬鬆內衣 黑色 S/M碼,"This saucy black number will have you swinging and swaying with a flamenco beat in your head! Even if you've never heard flamenco, I can almost guarantee your salsa moves will come out to play! Giving lace the lead with sheer cups",,,N,N,,,Y,Baci,N,258,0,,0,0,0,0,0,N,,126.48,E29963,3,+0,1,,,,,,,,,,,,,,,,,,,,,4890808199510,5fd1d7df965bd6001aa0fa53,Primary,ff62cd85c78781eda48e3d0d9124b88f,2b766ced103afe4977542b06dab86573
5fd1d93f3478bf0026cfd87c,Baci Strappy Garter Set Black M/L,Baci Strappy Garter Set Black M/L,,,Baci Strappy Garter Set Zwart S/M,,,"Taking the traditional rules of lingerie and throwing them out the window, this black bralette, panty and garter will certainly bring out a new side in you, or at least coax it out a little! Giving lace a backseat, straps criss-cr","baci, sm",N,N,,,Y,Baci,N,248,0,,0,0,0,0,0,N,,99.83,E29964,1,+0,1,,,,,,,,,,,,,,,,,,,,,4890808199671,5fd1d93f3478bf0026cfd881,Primary,b99c260ff25bb2a9e183b1108b12e3f9,0e4a92c8226bcd62bcb7779f1228b235
5fd1db39791647001d2c10f1,Bijoux Indiscrets - Blind Passion Mask,Bijoux Indiscrets Blind Passion 激情蒙眼罩,,,Bijoux Indiscrets - Blind Passion Mask,Bijoux Indiscrets Blind Passion 激情蒙眼罩,"Enjoy the sensations and let yourself be drawn into the surprise.Use our Blind Passion Mask to shield yourself from your lover's intentions, and let every touch become a surprise. The sense of the unknown allows your body to feel ",,,N,N,,,Y,Bijoux Indiscrets,N,128,0,,0,0,0,0,0,N,,30.55,E21772,3,+0,1,,,,,,,,,,,,,,,,,,,,,8437008001302,5fd1db39791647001d2c10f6,Primary,739d58e6dc0bdfe45a94ee72af4d7b0b,a1fc1dd249a9849f74ed37429960b91c
5fd1dc6a63460000262000ab,Je Joue G Spot Bullet Vibrator Teal,Je Joue G Spot BulletG點震動器 藍綠色,,,Je Joue G Spot Vibrator Teal,Je Joue G點震動器 藍綠色,,適合初次使用玩具的你 : 擁有這個小巧的G點震動器，不同的敏感部位都能輕鬆獲得快感。 簡單三鍵界面：輕輕一按即可控制五種不同震動速度及七種不同震動頻率，輕柔震感或強力震動力唾手可得。 USB線充電 : 震動器充電1小時，便可連續使用1.5小時。 100% 全防水(為確保防水功能，請於充電後緊蓋上充電位置的矽膠片）  周長：3英寸 可插入長度：2英寸 長度：4.5英寸 震動模式：5種震動速度&amp;7種震動頻率 正常充電：1 小時 (5V 500mA) 最,"jejoue,G點,震動器, Je Joue G點震動器 藍綠色, Je Joue G Spot Vibrator Teal, G點震動器, G Spot Vibrator Teal",N,N,,,Y,Je Joue,N,598,566,,0,0,0,0,289,N,,238.94,E26069,11,+0,1,,,,,,,,,,,,,,,,,,,,,5060170972069,5fd1dc6b63460000262000b1,Primary,2e49d66a8405a9bc6a17bf965e22b21e,ee445e306fb353c8fd130bbb2807f3d4
5fd1dd76634600003820004b,Je Joue - Rabbit Bullet Vibrator Teal,Je Joue Rabbit 兔耳震動器 藍綠色,,,Je Joue - Rabbit Bullet Vibrator Teal,Je Joue Rabbit 兔耳震動器 藍綠色,,為你帶來不同層次震感的可愛兔耳震動器 喜歡循序漸進的震動感覺？先以兔耳的尖端位置為敏感部位(如乳頭，陰蒂)帶來輕柔震感，然後再以兔耳的空隙輕夾上敏感部位，感受強力震感！ 適合前戲，與伴侶或個人使用。 簡單三鍵界面：輕輕一按即可控制五種不同震動速度及七種不同震動頻率，輕柔震感或強力震動力唾手可得。 USB線充電 : 震動器充電1小時，便可連續使用1.5小時。 100% 全防水(為確保防水功能，請於充電後緊蓋上充電位置的矽膠片）  震動模式：5種震動速度&am,"jejoue,震動器",N,N,,,Y,Je Joue,N,598,520,,0,0,0,0,289,N,,231.32,E26068,10,+0,1,,,,,,,,,,,,,,,,,,,,,5060170972076,5fd1dd766346000038200051,Primary,9a719c17d1a032b4c875ce4b9321fd7a,32104230634609128c05621a3fbc0c5c
5fd1e010607ea9003509becb,Je Joue - Classic Bullet Vibrator Purple,Je Joue Classic Bullet 經典子彈震動器 紫色,,,Je Joue - Classic Bullet Vibrator Purple,Je Joue Classic Bullet 經典子彈震動器 紫色,This silky soft classic bullet has a soft silicone tip for pin point stimulation. It comes with a free finger sleeve attachment for those who want a hands free experience.Our Classic Bullet is designed with a motor set to a low fr,"這款柔滑經典的子彈震動器採用柔軟的矽膠尖端，可重點刺激。它配有一個免費的手指套附件，適合那些想要免提體驗的人。Classic Bullet 馬達設計頻率很低，為你帶來標誌性的 Je Joue ""oh-so-low"" 低頻震動。Classic Bullet 具有5種速度和7種模式，可提供各種震動 - 從柔和到深沉的刺激。特色：-私密的G點震動器，有溫和的震動-5種速度和7種模式讓你興奮不已-給你安靜的私人時光，也適合和伴侶使用-完全防水-可充電，無論您身在何","Je Joue Classic Bullet 經典子彈震動器 紫色, Je Joue Classic Bullet , 經典子彈震動器, Je Joue,",N,N,,,Y,Je Joue,N,598,520,,0,0,0,0,289,N,,231.25,E26052,13,+0,1,,,,,,,,,,,,,,,,,,,,,5060170971598,5fd1e010607ea9003509bed0,Primary,e4b3e3079bde3f5afb964682d036279c,a1132025f1cec09163bcb83713ffe1c0
5fd1e0921074fb003eb3d57b,Je Joue - Classic Bullet Vibrator Teal,Je Joue Classic Bullet 經典子彈震動器 藍綠色,,,Je Joue - Classic Bullet Vibrator Teal,Je Joue Classic Bullet 經典子彈震動器 藍綠色,This silky soft classic bullet has a soft silicone tip for pin point stimulation. It comes with a free finger sleeve attachment for those who want a hands free experience.Our Classic Bullet is designed with a motor set to a low fr,"這款柔滑經典的子彈震動器採用柔軟的矽膠尖端，可重點刺激。它配有一個免費的手指套附件，適合那些想要免提體驗的人。Classic Bullet 馬達設計頻率很低，為你帶來標誌性的 Je Joue ""oh-so-low"" 低頻震動。Classic Bullet 具有5種速度和7種模式，可提供各種震動 - 從柔和到深沉的刺激。特色：-私密的G點震動器，有溫和的震動-5種速度和7種模式讓你興奮不已-給你安靜的私人時光，也適合和伴侶使用-完全防水-可充電，無論您身在何",Je Joue Classic Bullet 經典子彈震動器 藍綠色，Je Joue - Classic Bullet Vibrator Teal，Je Joue，經典子彈震動器，性玩具,N,N,,,Y,Je Joue,N,598,520,,0,0,0,0,289,N,,231.25,E26067,13,+0,1,,,,,,,,,,,,,,,,,,,,,5060170972083,5fd1e0921074fb003eb3d581,Primary,4dc0cbea52004a941950c9a5b1bd0495,9b7a2856422dc6a3adc089fc2a1c4d6b
5fd1e379cb119b0020b591f9,Shunga Lovebath Sensual Lotus,Shunga Lovebath 日式情愛浸浴凝膠 誘人蓮花,,,Shunga - Lovebath Sensual Lotus,Shunga Lovebath 日式情愛浸浴凝膠 - 誘人蓮花,"Japanese love bath experience gel  -Help your ribs relax before mating -Makes skin smooth -No staining -Emit the fragrance in the room  Turn the bath water into a luxurious gel. Inspired by the Japanese ""love bath"", an erotic ritu",日式情愛浸浴體驗凝膠- 在交合之前幫肋放鬆- 使肌膚柔滑- 不染色- 散發香氣於房間內把洗澡水變成豪華的凝膠。靈感來自日本“愛浴”，促進性交的情欲儀式。 Shunga春畫為時下的戀人提供一個特別時刻享受特別的浸浴體驗。含2袋內容物使用方法：Step 1) 將第一袋內容物倒入，將浴缸水轉化為凝膠Step 2) 將第二袋內容物倒入，將凝膠變回水！,"SHUNGA 日式情愛浸浴凝膠 性感蓮花,  SHUNGA 日式情愛浸浴凝膠(誘人蓮花), SHUNGA 日式情愛浸浴凝膠, SHUNGA*日式情愛浸浴凝膠, Shunga Lovebath 日式情愛浸浴凝膠, Shunga Lovebath",N,N,,,Y,Shunga,N,288,268,,0,0,0,0,0,N,,86.5,E24922,2,+0,1,,,,,,,,,,,,,,,,,,,,,697309068024,5fd1e37acb119b0020b591fe,Primary,dd06c1f2f3dc3b8dcfdb33eaeeaceeff,4fd21d7cd13fdfed5ba22429e517db29
5fd1e3e6cfd58f002c937bbb,Shunga Lovebath Ocean Temptations,Shunga Lovebath 日式情愛浸浴凝膠 海洋誘惑,,,Shunga Lovebath Ocean Temptations,Shunga Lovebath 日式情愛浸浴凝膠 海洋誘惑,"Japanese love bath experience gel  -Help your ribs relax before mating -Makes skin smooth -No staining -Emit the fragrance in the room  Turn the bath water into a luxurious gel. Inspired by the Japanese ""love bath"", an erotic ritu",日式情愛浸浴體驗凝膠- 在交合之前幫肋放鬆- 使肌膚柔滑- 不染色- 散發香氣於房間內把洗澡水變成豪華的凝膠。靈感來自日本“愛浴”，促進性交的情欲儀式。 Shunga春畫為時下的戀人提供一個特別時刻享受特別的浸浴體驗。含2袋內容物使用方法：Step 1) 將第一袋內容物倒入，將浴缸水轉化為凝膠Step 2) 將第二袋內容物倒入，將凝膠變回水！,"Shunga, 日式情愛浸浴凝膠, 海洋誘惑",N,N,,,Y,Shunga,N,288,268,,0,0,0,0,0,N,,86.5,E24920,1,+0,1,,,,,,,,,,,,,,,,,,,,,697309068000,5fd1e3e6cfd58f002c937bc0,Primary,7ca8fa4871922b72c446b3123b35e06b,e6e8b369d695dee334b56c5b861f6ca6
5fd1e4981074fb0017b3d78c,Shunga Lovebath Dragon Fruit,Shunga Lovebath 日式情愛浸浴凝膠 火龍果味,,,Shunga Lovebath Dragon Fruit,Shunga Lovebath 日式情愛浸浴凝膠 火龍果味,"Japanese love bath experience gel  -Help your ribs relax before mating -Makes skin smooth -No staining -Emit the fragrance in the room  Turn the bath water into a luxurious gel. Inspired by the Japanese ""love bath"", an erotic ritu",日式情愛浸浴體驗凝膠- 在交合之前幫肋放鬆- 使肌膚柔滑- 不染色- 散發香氣於房間內把洗澡水變成豪華的凝膠。靈感來自日本“愛浴”，促進性交的情欲儀式。 Shunga春畫為時下的戀人提供一個特別時刻享受特別的浸浴體驗。含2袋內容物使用方法：Step 1) 將第一袋內容物倒入，將浴缸水轉化為凝膠Step 2) 將第二袋內容物倒入，將凝膠變回水！,"Shunga, 日式情愛浸浴凝膠, Shunga Lovebath",N,N,,,Y,Shunga,N,288,268,,0,0,0,0,0,N,,86.5,E24921,2,+0,1,,,,,,,,,,,,,,,,,,,,,697309068017,5fd1e4981074fb0017b3d791,Primary,4f5b2768e1e445b7065af15d00acaa54,c1c81dd2811663c56d92e2361a197539
5fd1ecd641ab0e003e20b604,Pillow Talk Flirty Mini Vibrator Pink,Pillow Talk Flirty 迷你調情震動棒 粉紅色,,,Pillow Talk Flirty Mini G-Sport Vibrator Pink,Pillow Talk Flirty 迷你調情震動棒 粉紅色,,"FLIRTY 迷你震動棒其柔軟，靈活的設計讓你可以自由俏皮的探索，而其小巧的尺寸使其非常適合隨身攜帶。不要讓它的大小欺騙你，即使是最有經驗的愛好者，也會傾慕它的強大力量。特點：-細小迷你容易掌控, 方便攜帶-簡約高貴外觀耀眼施華洛世奇水晶按鈕-尖端刺激震動-PowerBullet®深入而強大震動馬達-增量速度控制, 選擇自己所愛頻道-100% 防水食用級矽膠面 -型格菱形紋理軟墊手柄位, 舒服易掌握-USB充電電池（包括USB充電線）-充電時間1小時, 可","Pillow Talk Flirty, Pillow Talk , Pillow Talk - Flirty 小型強力按摩棒, Pillow Talk Flirty Pink 迷你G點震動棒,  Pillow Talk 香港, Pillow Talk 震動棒, 按摩棒, 震動棒",N,N,,,Y,Pillow Talk,N,499,378,,0,0,0,0,0,N,,156,,3,+0,1,,,,,,,,,,,,,,,,,,,,,677613266163,5fd1ecd741ab0e003e20b609,Primary,a69e093a9a6e2c0ed06142ac950e41c9,237ff72a55a1cdd0ae133fb292bbcf20
5fd1ed1ce7153100323cb55d,Pillow Talk Flirty Mini Vibrator Teal,Pillow Talk Flirty 迷你調情震動棒 淺藍色,,,Pillow Talk Flirty Mini G-Sport Vibrator Teal,Pillow Talk Flirty 迷你調情震動棒 淺藍色,,"FLIRTY 迷你震動棒其柔軟，靈活的設計讓你可以自由俏皮的探索，而其小巧的尺寸使其非常適合隨身攜帶。不要讓它的大小欺騙你，即使是最有經驗的愛好者，也會傾慕它的強大力量。特點：-細小迷你容易掌控, 方便攜帶-簡約高貴外觀耀眼施華洛世奇水晶按鈕-尖端刺激震動-PowerBullet®深入而強大震動馬達-增量速度控制, 選擇自己所愛頻道-100% 防水食用級矽膠面 -型格菱形紋理軟墊手柄位, 舒服易掌握-USB充電電池（包括USB充電線）-充電時間1小時, 可","Pillow Talk Flirty, Pillow Talk , Pillow Talk Flirty 小型強力按摩棒, Pillow Talk Flirty Pink 迷你G點震動棒, G點震動棒, 迷你震動棒, 小型按摩棒",N,N,,,Y,Pillow Talk,N,499,378,,0,0,0,0,0,N,,156,,3,+0,1,,,,,,,,,,,,,,,,,,,,,677613266194,5fd1ed1de7153100323cb562,Primary,85fd64ce3901836006a96f1ef74afff7,ad3690355394038743ba4da8c26358c7
5fd1f739df0ff2001ae8cec0,Intimateline Pretty Bum 75ml,Intimateline Pretty Bum 修臀護理緊緻霜Bum Up Gel 75ml,,,Intimateline Pretty Bum 75ml,Intimateline - Pretty Bum 修臀護理緊緻霜Bum UP Gel 75ml,"Pretty Bum is a specific firming and toning cream for the buttocks. Its blend of active ingredients helps to improve skin firmness and elasticity. Pretty Bum is rich in natural extracts, such as Centella, which is useful in reduci","Pretty Bum-修臀護理緊緻霜Bum UP Gel 75ml意大利製造 天然 經皮膚科測試Pretty Bum富含天然提取物，例如有助於減少橘皮組織的積雪草和長春藤萃取，其賦予皮膚健康，定調，緊實和彈性的外觀。 以及提升COLLAGEN再生,回復年青緊緻!抗衰老，抗氧化和重塑特性的Kigelia Africana(非洲吊瓜樹)，能顯著提升肌膚，收緊鬆弛，使用後能回復年青緊緻，皮膚更有顯著提升功效以及蛇麻草植物提取物，退黑色素一流，並具有彈性以改善色調","Intimateline , Pretty Bum , Intimateline - Pretty Bum-修臀護理緊緻霜Bum UP Gel 75ml, 修臀護理緊緻霜, Pretty Bum-修臀護理緊緻霜Bum UP Gel 75ml ,",N,N,,,Y,Intimateline,N,268,0,,0,0,0,0,0,N,,162.89,,10,+0,1,,,,,,,,,,,,,,,,,,,,,8013388104606,5fd1f739df0ff2001ae8cec5,Primary,29141a3cf8a0707abc89626c2aaffd1a,f6f863c8082f7263327e3ef68aa4289d
5fd38638a0ba730011fb03c0,Fun Factory Anal Bootie L - Black,Fun Factory Anal Bootie 黑色後庭塞 大碼,,,Fun Factory Anal Bootie M - Black,Fun Factory Anal Bootie 黑色後庭塞 中碼,,玩家御用肛塞，讓幻想無遠弗屆天絨般柔軟的表面，採用低敏感性的醫療級矽膠，溫柔對待您最敏感的部位，享受高品質的舒適感。底部的拉栓設計可防使用時不慎用力將玩具吸入。Anal Bootie 適合長時間進入，可將它塞在肛門裡戴著它出門從事日常活動，除了感受到下腹部脹滿的充實感外，還可達到放鬆肛門括約肌的效果與按摩前列腺，感受到由小撐大內壁受擠揉的刺激。使用肛門玩具，應採取謹慎的態度，考慮使用的時間，搭配潤滑液進入體內。特色：• 100％防水• 醫療級矽膠• 刺激前,"Fun Factory Anal Bootie, Fun Factory , Fun Factory Bootie , Fun Factory 後庭塞",N,N,,,Y,Fun Factory,N,299,0,,0,0,0,0,0,N,,149,FU583SZ37,1,+0,1,,,,,,,,,,,,,,,,,,,SA03338,,4032498247083,5fd38639a0ba730011fb03c5,Primary,79681e1124dc20b11db7e79fcba35987,96b8dc9548fa8286aef2a4e2ac16a133
5fd38b42912f64001795b878,Fun Factory Bootie RIng,Fun Factory Bootie RIng 陰莖環連後庭塞 黑色,,,Fun Factory Bootie RIng,Fun Factory Bootie RIng 陰莖環連後庭塞 黑色,"BOOTIE RING – FOR A WILD RIDEThe BOOTIE RING combines the erection-boosting power of a silicone cock ring with perineum massage, awesome anal stimulation, and some light prostate play.-Modeled on our bestselling BOOTIE S plug-1.75",德國知名情趣玩具品牌 Fun Factory 出品，Bootie Ring 結合情趣環及肛塞，讓你同時享受雙重快感！採用醫療用級美國FDA認可人體安全矽膠製造，男女適用，設計簡約，流線型外表初心者亦能輕易上手，進階者亦能於性愛時享受額外滿足感！質感細膩舒適，給你不一樣的後庭刺激。同步刺激，雙重享受！一邊是高彈性延時情趣環，俘虜你陰莖根部；一邊將柔軟矽膠製造的肛塞放入後門，完美刺激前列腺。情趣環亦可作拉環方便取出，頂部以圓潤形狀使用家可輕鬆放入，整體型狀經特,"Fun Factory, Bootie RIng, Fun Factory Bootie RIng,Fun Factory - Bootie Ring 後庭塞連陰莖環,Fun Factory Bootie Ring 情趣環後庭塞, Bootie Ring 情趣環後庭塞,",N,N,,,Y,Fun Factory,N,349,0,,0,0,0,0,0,N,,175,FU274EB82,5,+0,1,,,,,,,,,,,,,,,,,,,SA03464,,4032498254883,5fd38b42912f64001795b87e,Primary,f5b428d2bc924090d80b586b1d067e6b,4f11db700c27a91b84c311e2215e680b
5fd447056adf820026b5a0dd,T-BEST Anal Stimulation Gel 10g,T-BEST 菊MAX 後庭刺激凝膠 10g,,,T-BEST Anal Stimulation Gel 10g,T-BEST 菊MAX 後庭刺激凝膠 10g,,這款乳霜內有明礬提取物等植物提取物，有潤滑效果之餘，同時能提高敏感度，令使用者能更投入於肛交性愛中。值得一提的是，這款產品具有止血的效果，十分適合肛交入門者，能減低痛楚以及提升性慾。日本製造，可安心使用。特色：－ 男女適用－ 有潤滑效果－ 提高敏感度－ 有止血效果，適合入門者－ 減低痛楚，提升性慾,"日本T-BEST – Anal Stimulation Gel 菊MAX 後庭刺激凝膠 – 10g,菊MAX , EXE 提升後庭敏感增加潤滑霜 - 10g, 菊MAX TBSP-047,TBSP-047, 肛交液: 菊MAX 後門樂趣的敏感霜,菊MAX後庭敏感乳霜, 菊MAXローション",N,N,,,Y,T-BEST,N,268,188,,0,0,0,0,0,N,,44.51,TBSP-047,0,+0,1,,,,,,,,,,,,,,,,,,,,,4582593571649,5fd447056adf820026b5a0e1,Primary,8ca460e0a0f8ae2f58b08f81bbaf2c97,b4bc83267c5f8f659011028d80a4f330
5fd45068790f702594df9a6d,Svakom Emma Neo Warming Vibrator Black,Svakom Emma Neo 手機智能發熱震動棒 黑色,,,SVAKOM Emma Neo Warming Vibrator - Black,Svakom Emma NEO 手機智能發熱震動棒 黑色,"Features of SVAKOM Emma Neo:  APP Controlled: Enjoy with whoever you want, wherever you are Interactive warming wand vibrator: Warm up to 38℃ Sexy Design with Detachable Bunny Ears: Use them to stimulate your sensitive areas and i",自我娛樂  輕柔地逗弄您的耳朵，脖子和其他敏感區域，使您的身體產生輕微的感覺。 分開兔子耳朵，然後輕輕夾住乳頭。耳朵的振動和收縮帶來輕微的刺痛和麻木感。 然後將耳朵放在一起，將它們慢慢推入陰道。兔子耳朵擴張產生的強烈振動和壓力同時帶來愉悅。 您的身體最終會忍不住收縮，顫抖和釋放激情。  兩人遊戲  打開帶有Rabbit帽的SVAKOM EMMA撓性持久保暖振動棒，輕輕拍打伴侶的兔子耳朵。 它立即激發出無以言表的刺激和興奮。 分開的兔子耳朵，將它們輕輕地夾在,"Svakom , Svakom Emma NEO , SVAKOM - Emma Neo 發熱震動器,  Svakom Emma NEO 手機智能發熱震動棒,  CONNEXION EMMA NEO, 手機智能發熱震動棒, SVAKOM Emma Neo Warming Vibrator,",N,N,,,Y,SVAKOM,N,868,688,,0,0,0,0,0,N,,288,WD0001782,3,+0,1,,,,,,,,,,,,,,,,,,,,,6959633163238,5fd45068790f702594df9a73,Primary,a8216d21c5452609ce69e7dc0463fcfc,5444b06dbab185010c9488d802db658f
5fd455f2be4bdb028c2c35e0,Svakom Iris Clitoral & G-spot Vibrator Pink,Svakom Iris 柔軟可彎曲G點震動器 粉紅色,,,SVAKOM Iris Clitoral & G-spot Vibrator,Svakom Iris 柔軟可彎曲G點震動器 粉紅色,,Svakom IRIS女性G點&amp;陰蒂兩用震動器Svakom Iris 專注為女性敏感帶帶來歡愉，強力震動模式，完美刺激G點部位。特色：- 棒身特別設計，完美的角度能充分刺激G點- 頂部採用柔軟矽膠設計，呵護您每一吋肌膚- 5種震動模式- 5種震動強度- 一鍵操作，方便易用- 防水設計規格：- 重量：104g- 充電時間：1.5小時- 可使用時間：2小時,"SVAKOM Iris, SVAKOM , SVAKOM 艾瑞斯, SVAKOM Iris 陰蒂及G點震動器 - 梅紅色, Svakom Iris 柔軟可彎曲G點震動器,",N,N,"This product is a pre-order product. It will arrive in about 7-14 working days, please wait patiently! (AVAILABLE does not mean in stock)",此商品為預購商品，大約7-14工作天到貨，請耐心等候！（尚有庫存不代表有現貨）,Y,SVAKOM,N,538,0,,0,0,0,0,0,N,,257,WD0001784,1,+0,1,,,,,,,,,,,,,,,,,,,,,6959633196564,5fd455f2be4bdb028c2c35e5,Primary,0f771f5d20abd96e924b43fe93eaaedd,66e980fc82374f5404da909fb49c5ea1
5fd4591da0ba730020fb2a33,Svakom Julie Anal Plug With Remote Control Purple,Svakom Julie 無線後庭按摩器 紫色,,,Svakom Julie Anal Plug With Remote Control Purple,Svakom Julie 無線後庭按摩器 紫色,,Svakom Julie 無線後庭按摩器特色：-弧形角度，刺激男性後庭與女性G點-棒身收細緊縮，如活塞般可以在體內產生一種類似吸吮的快感-棒身由粗到細設計，圓潤舒適-底盤寬度達42mm，使用舒適，不用擔心高潮被吸入-防水設計，可在水中嬉戲 -無線遙控設計，遙控距離長達5米，釋放激情無拘無束- 5種震動模式- 親膚矽膠制成- 靜音摩打規格：- 尺吋：102x42x28mm- 重量：72g- 充電時間：1.5小時- 可使用時間：2小時,"SVAKOM Julie 遙控後庭按摩器, Svakom Julie, Svakom , SVAKOM Julie 無線震動器, 美國SVAKOM JULIE 朱莉, 美國SVAKOM JULIE 朱莉無線遙控前列腺按摩器, SVAKOM JULIE 朱莉無線遙控前列腺按摩器, Svakom 朱莉",N,N,,,Y,SVAKOM,N,538,450,,0,0,0,0,0,N,,238,WD0001785,1,+0,1,,,,,,,,,,,,,,,,,,,,,6959633162132,5fd4591da0ba730020fb2a3a,Primary,cc9e133b73efb3b1ebaef217daa9a94b,0f5238d6b2d22db75291094b4265abea
