商品名稱,選項,供應商,分類,商品貨號,商品條碼,商品原價,商品特價,實體店價格,會員價,銅級會員價,銀級會員價,金級會員價,批發商戶價,商品成本,預設倉庫,尖沙咀門市,網店倉庫【主庫存】,深水埗門市,HKTV 獨立庫存,庫存總量,總成本
Erocome Equuleus 小馬座 APP控制吸啜震蛋,,,,,6970308350814,388.0,,,,,,,,164.62,6,1,0,0,2,9,1481.58
T-BEST Torotoro Bath Shake 浸浴浴鹽 220g,香味 Aroma: 玫瑰味 Rose,,,TBSP-032,4573423124395,118.0,0.0,,0.0,0.0,0.0,0.0,0.0,41.0,2,1,0,1,0,4,164.0
T-BEST Torotoro Bath Shake 浸浴浴鹽 220g,香味 Aroma: 茶樹味 Tea Tree,,,TBSP-036,4573423124432,118.0,0.0,,0.0,0.0,0.0,0.0,0.0,41.0,3,2,0,2,0,7,287.0
T-BEST Torotoro Bath Shake 浸浴浴鹽 220g,香味 Aroma: 薰衣草味 Lavender,,,TBSP-034,4573423124418,118.0,0.0,,0.0,0.0,0.0,0.0,0.0,41.0,3,1,0,2,0,6,246.0
T-BEST Torotoro Bath Shake 浸浴浴鹽 220g,香味 Aroma: 檸檬草 Lemongrass,,,TBSP-035,4573423124425,118.0,0.0,,0.0,0.0,0.0,0.0,0.0,41.0,5,1,0,2,0,8,328.0
T-BEST Torotoro Bath Shake 浸浴浴鹽 220g,香味 Aroma: 薄荷 Peppermint,,,TBSP-033,4573423124401,118.0,0.0,,0.0,0.0,0.0,0.0,0.0,41.0,5,1,0,1,0,7,287.0
玩具包之貞操鎖指南,,,,,9780937609675,128.0,,,,,,,,98.0,1,0,0,0,0,1,98.0
Erocome Draco 天龍座 加熱抽插吸啜震動棒,,,,,6970308350838,378.0,,,,,,,,178.66,2,1,0,1,2,6,1071.96
Temptasia Luna 雙頭共用強力震動棒,,,,BL-81302,819835024422,528.0,,,,,,,,176.29,3,0,0,1,0,4,705.16
Hot Powers 被虐的吸血姫 忘我 動漫飛機杯,,,,TOY-9201064,4571360812245,268.0,0.0,,0.0,0.0,0.0,0.0,0.0,99.0,2,0,0,0,0,2,198.0
CRESCENTE CR_031 性感裸色開檔連體襪衣,,,,TOY-9907731,4573433000313,158.0,0.0,,0.0,0.0,0.0,0.0,0.0,41.5,5,0,0,1,0,6,249.0
NPG 結衣剛脫下的純綿小褲褲 動漫飛機杯,,,,OH-2875,4562160138499,268.0,,,,,,,,104.0,2,0,0,0,0,2,208.0
LELO ENIGMA Cruise 雙重刺激聲波按摩吸啜器,顏色: 黑色,,,,7350075028618,1699.0,0.0,0.0,1569.0,0.0,0.0,0.0,0.0,679.0,2,1,0,1,1,5,3395.0
LELO ENIGMA Cruise 雙重刺激聲波按摩吸啜器,顏色: 深玫紅,,,,7350075028625,1699.0,0.0,0.0,1569.0,0.0,0.0,0.0,0.0,679.0,5,1,0,0,0,6,4074.0
Fifity Shades of Grey Bound to You 小皮鞭,,,,E31200,5060462639700,188.0,0.0,,0.0,0.0,0.0,0.0,0.0,84.33,0,0,0,0,0,0,0.0
Fifity Shades of Grey Bound to You 手拍,,,,E31203,5060462639731,268.0,0.0,,0.0,0.0,0.0,0.0,0.0,143.6,0,1,0,0,0,1,143.6
TS6 盛夏野莓精油香霧 Summer Berry 16ml,,,,(dis),4710837985765,238.0,178.0,,0.0,0.0,0.0,0.0,0.0,89.0,3,0,0,0,0,3,267.0
TS6 清晨朝露精油香霧 Morning Dew 16ml,,,,(dis),4710837985758,238.0,178.0,,0.0,0.0,0.0,0.0,120.0,89.0,6,0,0,0,0,6,534.0
Temptasia Bling Plug 後庭塞 黑色,尺寸: M,,,BL-95845,819835020752,146.0,0.0,,0.0,0.0,0.0,0.0,0.0,50.0,2,0,0,0,0,2,100.0
Temptasia Bling Plug 後庭塞 黑色,尺寸: L,,,BL-95855,819835020769,146.0,0.0,,0.0,0.0,0.0,0.0,0.0,50.0,2,0,0,0,0,2,100.0
Temptasia Bling Plug 後庭塞 黑色,尺寸: S,,,BL-95835,819835020745,146.0,0.0,,0.0,0.0,0.0,0.0,0.0,50.0,1,0,0,0,0,1,50.0
Temptasia Spank Me 後庭塞 黑色,,,,BL-95635,819835025436,150.0,0.0,,0.0,0.0,0.0,0.0,0.0,48.35,1,1,0,0,0,2,96.7
NPG 激烈吸啜口交 樞木葵 (枢木あおい) 口交女優飛機杯,,,,WD0000873,4562160138277,298.0,,,,,,,,154.0,2,0,0,0,0,2,308.0
Prime Star Platinum 陰莖套,尺寸: Spear (M),,,PRIMK-108,4580140054171,88.0,0.0,,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,0,0,0.0
Prime Star Platinum 陰莖套,尺寸: Hulk (L),,,PRIMK-109,4580140054188,88.0,0.0,,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,0,0,0.0
Prime Star Platinum 陰莖套,尺寸: Dragon (S),,,PRIMK-106,4580140054157,88.0,0.0,,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,0,0,0.0
Prime Star Platinum 陰莖套,尺寸: Devil (M),,,PRIMK-107,4580140054164,88.0,0.0,,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,0,0,0.0
Relove 男性私密潔淨凝露 英倫紳士 (涼感) 散裝 2ml,,,,RL1310C02,4712933173114,25.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,5,0,0,0,0,5,45.0
Obsessive Redella 2件套裝,尺寸: S/M,,,E30889,5901688223260,269.0,0.0,,0.0,0.0,0.0,0.0,0.0,108.68,1,0,0,0,0,1,108.68
King Cock 射精版仿真假陽具 6'' 肉色,顏色: 6寸,,,,603912737967,498.0,0.0,,0.0,0.0,0.0,0.0,0.0,173.0,0,0,0,0,0,0,0.0
Palm Power Pocket Extended,,,,E31554,677613308290,128.0,0.0,,0.0,0.0,0.0,0.0,0.0,56.01,0,0,0,0,0,0,0.0
Relove 私密肌30秒面膜濕紙巾,,,,RL1316T01,4712933172223,28.0,0.0,,0.0,0.0,0.0,0.0,0.0,16.5,36,2,0,1,0,39,643.5
Obsessive Astralya 2件套裝 黑色,尺寸: S/M,,,E32317,5901688231890,289.0,0.0,,0.0,0.0,0.0,0.0,0.0,112.76,2,1,0,0,0,3,338.28
ARCWAVE Voy 可調式鬆緊調節貼合系統飛機杯,,,,AV1318V01,4251460603607,780.0,0.0,,0.0,0.0,0.0,0.0,0.0,367.08,0,1,0,2,0,3,1101.24
Garden Costume GB-641 蕾絲內褲,,,,TOY-9407783,4573463893923,118.0,0.0,,0.0,0.0,0.0,0.0,0.0,30.0,6,0,0,1,0,7,210.0
岡本 0.03 大碼 (日本版) 58mm 1 片裝 乳膠安全套,,,,0.03 L Size 1片,97596073,16.0,0.0,,118.0,0.0,0.0,0.0,0.0,4.0,0,0,0,0,0,0,0.0
Obsessive Mixty Teddy 連身內衣,尺寸: S/M,,,OBS5387,5901688225387,248.0,0.0,,0.0,0.0,0.0,0.0,0.0,73.42,3,0,0,1,0,4,293.68
Obsessive Mixty Teddy 連身內衣,尺寸: L/XL,,,OBS5394,5901688225394,248.0,0.0,,0.0,0.0,0.0,0.0,0.0,73.42,2,1,0,0,0,3,220.26
岡本 Super Big Boy 58mm (日本版)  1 片裝 乳膠安全套,,,,Super Big Boy 大碼 1片,39399165,16.0,0.0,,0.0,0.0,0.0,0.0,88.0,4.0,0,0,0,0,0,0,0.0
SVAKOM Sam Neo 飛機杯 替換内杯配件,,,,SV1303B01,6959633157473,138.0,0.0,,0.0,0.0,0.0,0.0,0.0,68.0,3,0,0,0,0,3,204.0
ARCWAVE by pjur 水性潤滑劑 100ml,,,,3566,827160114558,150.0,0.0,,0.0,0.0,0.0,0.0,0.0,70.5,9,0,0,0,0,9,634.5
ARCWAVE By Pjur 情趣玩具清潔劑 100ml,,,,AR1305W02,827160114565,150.0,0.0,,0.0,0.0,0.0,0.0,0.0,70.68,0,0,0,0,0,0,0.0
ToysHeart Ecstasy 百戦錬磨系列 震動按摩棒,,,,TH1306E01,4526374025051,228.0,0.0,,220.0,0.0,0.0,0.0,0.0,72.84,4,0,0,0,0,4,291.36
Durex 杜蕾斯 至尊超薄裝 10 片裝 乳膠安全套,,,,DR1307P10,5038483492789,179.0,139.0,,0.0,0.0,0.0,0.0,0.0,100.0,15,0,0,0,0,15,1500.0
Lux Fetish 狗仔式輔助帶,,,,LF1326,4890808042809,128.0,0.0,,0.0,0.0,0.0,0.0,0.0,40.8,7,1,0,0,0,8,326.4
Lux Fetish 真空拔罐吸啜器,,,,LF5315,4890808245552,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,95.0,3,0,0,0,0,3,285.0
T-BEST Reluxe Alpha Distortion 歪曲 透明飛機杯,,,,TBSC-031,4573423123664,168.0,0.0,,0.0,0.0,0.0,0.0,0.0,38.23,4,1,0,1,1,7,267.60999999999996
Peach Toys Kaku-Meiki Mimizu700 名器革命 動漫飛機杯,,,,PECT-098,4571486931677,398.0,378.0,,368.0,0.0,0.0,0.0,0.0,120.0,2,0,0,0,0,2,240.0
Trojan All the feels 混合雜錦乳膠安全套 10片,,,,22600000709,022600000709,168.0,0.0,,0.0,0.0,0.0,0.0,0.0,80.0,0,1,0,1,0,2,160.0
Magic eyes 曲線美少女 多重螺旋 （もちっ娘）名器飛機杯,,,,MGC-227,4571324243139,128.0,0.0,,0.0,0.0,0.0,0.0,0.0,31.67,2,0,0,0,0,2,63.34
EROX 美紋性感全身絲襪 黑色,,,,CSTMW-218,4573126277626,138.0,0.0,,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,0,0,0.0
EROX 開胸版童貞殺 x 大腿襪 情趣內衣,,,,CSTMW-214,4573126277589,278.0,0.0,,0.0,0.0,0.0,0.0,0.0,90.0,0,1,0,0,0,1,90.0
EROX 輕薄三點式連身衣,,,,5B0431BK,4573126275578,128.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.0,0,0,0,0,0,0,0.0
EROX 性感綁帶連身內衣,,,,CSTMW-217,4573126277619,198.0,0.0,,0.0,0.0,0.0,0.0,0.0,60.0,3,1,0,0,0,4,240.0
KMP FALENO STAR HOLE 本郷愛 女優飛機杯,,,,TOY-9001172,4582588267670,428.0,368.0,,0.0,0.0,0.0,0.0,0.0,130.74,3,0,0,0,0,3,392.22
Prime ROBIN THE DILDO 仿真陽具,尺寸: M碼,,,PRIMK-030,4580140054508,168.0,0.0,,0.0,0.0,0.0,0.0,0.0,53.01,0,0,0,0,0,0,0.0
Prime ROBIN THE DILDO 仿真陽具,尺寸: L碼,,,PRIMK-031,4580140054515,178.0,0.0,,0.0,0.0,0.0,0.0,0.0,57.83,0,0,0,0,0,0,0.0
Prime ROBIN THE DILDO 仿真陽具,尺寸: S碼,,,PRIMK-029,4580140054492,158.0,,,,,,,,47.77,2,0,0,0,0,2,95.54
Garden Costume GB-634 絲帶情趣內褲 黑色,,,,GB-634,4573463893855,98.0,95.0,,90.0,0.0,0.0,0.0,0.0,30.0,3,1,0,0,0,4,120.0
Garden Costume GB-273 /GB-274 性感蕾絲四骨絲襪,顏色: 黑 black,,,GB-274,4571227058809,78.0,0.0,,0.0,0.0,0.0,0.0,0.0,28.0,0,0,0,0,0,0,0.0
Garden Costume GB-273 /GB-274 性感蕾絲四骨絲襪,顏色: 白 white,,,GB-273,4571227058786,78.0,0.0,,0.0,0.0,0.0,0.0,0.0,28.0,4,0,0,0,0,4,112.0
Garden Costume  GB-573 短裙女僕套裝 M 粉紅色,,,,GB-573,4573463893244,228.0,0.0,,218.0,0.0,0.0,0.0,0.0,64.0,2,1,0,1,0,4,256.0
Garden Costume GB-205 透視珍珠內褲 黑色,,,,GB-205,4571227057307,88.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.0,6,1,0,1,0,8,120.0
Garden Costume 清爽濕紙巾 10張 x 2包,,,,GN-102,4571227061137,65.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,3,0,0,0,0,3,21.0
SN-175 寂寞的咖啡杯,顏色: Black 黑,,,,79499376,188.0,0.0,,178.0,0.0,0.0,0.0,0.0,50.0,1,0,0,0,1,2,100.0
SN-175 寂寞的咖啡杯,顏色: White 白,,,,07114191,188.0,0.0,,178.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0.0
Garden Costume GB-622 拘束型長袖緊身衣,,,,TOY-9407764,4573463893732,248.0,0.0,,0.0,0.0,0.0,0.0,0.0,81.6,3,1,0,0,0,4,326.4
Garden Costume GB-449 性感女僕套裝,,,,GB-449,4573463892001,258.0,0.0,,254.0,0.0,0.0,0.0,0.0,84.47,3,1,0,0,0,4,337.88
Foellie Eau de Chocolat 香草朱古力味 內褲香水 5ml,,,,(dis),8809620751147,105.0,88.0,,0.0,0.0,0.0,0.0,0.0,40.5,2,1,0,1,0,4,162.0
Shunga 按摩香薰蠟燭 香草味 170ml,,,,E22963,697309045018,220.0,0.0,,0.0,0.0,0.0,0.0,0.0,94.05,7,1,0,1,0,9,846.45
Shunga 按摩香薰蠟燭 巧克力味 170ml,,,,E25762,697309045094,220.0,0.0,,0.0,0.0,0.0,0.0,0.0,94.05,8,1,0,1,0,10,940.5
Shunga 按摩香薰蠟燭 玫瑰花味 170ml,,,,E22962,697309045001,218.0,0.0,,0.0,0.0,0.0,0.0,0.0,79.12,5,1,0,0,0,6,474.72
G PROJECT x PEPEE Back Lotion 熱感型 後庭潤滑液 90ml,,,,UGPR-202,4582593581426,138.0,0.0,51.1,128.0,0.0,0.0,0.0,0.0,0.0,18,0,0,1,0,19,0.0
岡本 GROOVE 加潤貼身 12片裝 乳膠安全套,,,,,4547691806482,128.0,108.0,,0.0,0.0,0.0,0.0,0.0,47.06,35,0,0,0,0,35,1647.1
岡本 GROOVE 加潤貼身 6片裝 乳膠安全套,,,,,4547691806475,74.0,68.0,,0.0,0.0,0.0,0.0,0.0,24.82,42,0,0,0,0,42,1042.44
SSI Japan Natural Ring 男用包莖矯正環,尺寸: S 細碼,,,WSP-R001,4571361303476,298.0,208.0,,206.0,0.0,0.0,0.0,0.0,83.86,9,0,3,0,0,12,1006.32
SSI Japan Natural Ring 男用包莖矯正環,尺寸: M 中碼,,,WSP-R002,4571361303483,298.0,208.0,,206.0,0.0,0.0,0.0,0.0,83.86,5,1,4,0,0,10,838.6
SSI Japan Natural Ring 男用包莖矯正環,尺寸: L 大碼,,,WSP-R003,4571361303490,298.0,208.0,,206.0,0.0,0.0,0.0,0.0,83.86,7,1,3,0,0,11,922.46
Garden Costume GB-631 大紅絲帶緊身衣,,,,GB-631,4573463893824,198.0,0.0,,0.0,0.0,0.0,0.0,0.0,59.22,1,0,0,0,0,1,59.22
Magic eyes 純潔注意 完美新娘 名器飛機杯 5.8kg,,,,MGC-191,4571324242200,2980.0,,,,,,,,869.31,4,0,2,0,0,6,5215.86
NPG 貓耳娘2 監禁飼育 松本一香 女優飛機杯,,,,,4562160138567,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,125.0,1,1,0,0,0,2,250.0
SN-035 連身絲襪,顏色: Black 黑色,,,,19214098,139.0,0.0,,0.0,0.0,0.0,0.0,0.0,20.0,5,1,0,0,0,6,120.0
SN-035 連身絲襪,顏色: White 白色,,,,17440434,139.0,0.0,,0.0,0.0,0.0,0.0,0.0,20.0,0,0,0,0,0,0,0.0
Starry Night 校服死庫水,,,,,28651915,180.0,0.0,,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0,0,0,0,0.0
Starry Night 小白兔 情趣內衣,,,,,05842643,238.0,0.0,,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0,0,0,0,0.0
SN-065 綁帶貼身裙,顏色: 灰色,,,,64208331,168.0,0.0,,0.0,0.0,0.0,0.0,0.0,30.0,5,0,0,0,0,5,150.0
SN-065 綁帶貼身裙,顏色: 黑色,,,,16943001,168.0,0.0,,0.0,0.0,0.0,0.0,0.0,30.0,3,0,0,0,1,4,120.0
Love Dear 女性專用 0號⁺私膚沐浴露 滋潤乳香版,,,,,4710150810324,218.0,0.0,,0.0,0.0,0.0,0.0,0.0,120.0,5,2,0,2,2,11,1320.0
Romp Shine 陰蒂吸啜器,,,,3578,4251460600941,400.0,0.0,,0.0,0.0,0.0,0.0,0.0,198.2,6,1,0,0,0,7,1387.4
ToysHeart  召喚術師美穴 動漫飛機杯,,,,,4526374113253,358.0,,,,,,,,119.27,4,0,0,0,0,4,477.08
Master Series 超強刺激 SM 磁力球,,,,AE275,848518017574,178.0,0.0,,0.0,0.0,0.0,0.0,0.0,71.95,0,0,0,0,0,0,0.0
Liebe Seele 有機矽手銬,,,,OGS-04,4582558002102,298.0,0.0,,0.0,0.0,0.0,0.0,0.0,150.0,1,0,0,0,0,1,150.0
Liebe Seele 有機矽口塞球,,,,OGS-02,4582558002089,228.0,0.0,,0.0,0.0,0.0,0.0,0.0,83.0,3,0,0,0,0,3,249.0
Viamax Tight Gel 女士緊緻凝露 15ml,,,,E23374,4742902010782,198.0,0.0,,0.0,0.0,0.0,0.0,0.0,54.29,5,0,0,0,0,5,271.45
A-One SM JOINT_007 全身枷,顏色: 黑色,,,TOY-9909577,4582236093361,320.0,,,,,,,,86.54,0,1,0,0,0,1,86.54
A-One SM JOINT_007 全身枷,顏色: 紅色,,,TOY-9909597,4582236095907,320.0,,,,,,,,86.54,4,1,0,0,0,5,432.70000000000005
Intimate Earth Pussy Willow 水矽性潤滑液,,,,E32596,850000918474,165.0,0.0,,0.0,0.0,0.0,0.0,0.0,71.78,3,0,0,0,0,3,215.34
Sensuva Tush Tingle 後庭刺激凝膠 59ml,,,,E27480,855559007587,228.0,0.0,,0.0,0.0,0.0,0.0,0.0,52.98,2,1,0,0,0,3,158.94
Sensuva 天然水性潤滑劑 異國椰子味,容量: 57ml,,,E32210,810002661082,106.0,0.0,,0.0,0.0,0.0,0.0,0.0,35.34,4,0,0,0,0,4,141.36
Sensuva 天然水性潤滑劑 異國椰子味,容量: 125ml,,,E32209,810002661099,164.0,0.0,,0.0,0.0,0.0,0.0,0.0,53.09,9,1,0,0,0,10,530.9000000000001
Sensuva 天然水性潤滑劑 藍莓鬆餅味,容量: 57ml,,,E32205,810002661013,106.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0,0,7,0.0
Sensuva 天然水性潤滑劑 藍莓鬆餅味,容量: 125ml,,,E32206,810002661037,164.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,7,0.0
G PROJECT 名器の秘密 動漫飛機杯,,,,UGPR-119,4573423125361,268.0,0.0,,0.0,0.0,0.0,0.0,0.0,110.0,4,0,0,0,0,4,440.0
G PROJECT KUU-HIP 美臀咕臣,,,,UGPR-218,4582593590169,488.0,0.0,,0.0,0.0,0.0,0.0,0.0,244.0,5,0,0,0,0,5,1220.0
男極 Men's Infinity 90粒,,,,MF1077E01,4895084328692,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,180.0,8,0,0,0,0,8,1440.0
SB 女學生套裝 黑/紅色,,,,SB-129,SB-129,228.0,0.0,,0.0,0.0,0.0,0.0,0.0,52.0,0,0,0,0,0,0,0.0
A-One 水龍敬 黑辣妹的口交天國 動漫飛機杯,,,,TOY-9901754,4573432997478,328.0,0.0,,0.0,0.0,0.0,0.0,0.0,90.0,7,0,0,0,0,7,630.0
Size Matters 震動陰莖套 透明,,,,AE336,848518018526,238.0,0.0,,0.0,0.0,0.0,0.0,0.0,81.0,0,1,0,1,0,2,162.0
Satisfyer Curvy Trinity 3 插入式空氣脈衝震動器,顏色: 藍灰色,,,SC1081G01,4061504036533,428.0,0.0,,0.0,0.0,0.0,0.0,0.0,211.91,5,0,0,0,1,6,1271.46
Satisfyer Curvy Trinity 3 插入式空氣脈衝震動器,顏色: 紅色,,,WD0001198,4061504036526,428.0,0.0,,0.0,0.0,0.0,0.0,0.0,211.91,4,0,0,0,0,4,847.64
LELO Smart Wand 2 Medium 防水強力震動 全身按摩 AV按摩棒,顏色: 黑色,,,,7350075028373,1318.0,0.0,,1288.0,0.0,0.0,0.0,0.0,528.0,2,1,0,0,0,3,1584.0
LELO Smart Wand 2 Medium 防水強力震動 全身按摩 AV按摩棒,顏色: 綠色,,,,7350075028380,1318.0,0.0,,1288.0,0.0,0.0,0.0,0.0,528.0,2,0,0,0,0,2,1056.0
LELO Smart Wand 2 Medium 防水強力震動 全身按摩 AV按摩棒,顏色: 紫色,,,,7350075028458,1318.0,0.0,,1288.0,0.0,0.0,0.0,0.0,528.0,2,0,0,0,0,2,1056.0
Fifty Shades of Grey Sweet Anticipation 口塞球,,,,E32426,5060897575031,299.0,0.0,,0.0,0.0,0.0,0.0,0.0,130.54,9,1,0,1,0,11,1435.9399999999998
Durex 杜蕾斯 Regular Fit 激情裝 乳膠安全套 30片裝,,,,DR1086P30,9300631407874,250.0,225.0,,0.0,0.0,0.0,0.0,0.0,89.54,2,2,0,1,0,5,447.70000000000005
EXE Ag+ 銀離子抗菌 保濕膠原蛋白款 濃厚型潤滑液 (150ml/600ml),容量 SIZE: 150ml,,,UGAN-226,4582593587923,74.0,0.0,,0.0,0.0,0.0,0.0,0.0,21.11,10,0,0,0,0,10,211.1
EXE Ag+ 銀離子抗菌 保濕膠原蛋白款 濃厚型潤滑液 (150ml/600ml),容量 SIZE: 360ml,,,UGAN-227,4582593587930,158.0,0.0,,0.0,0.0,0.0,0.0,0.0,31.66,9,0,0,0,0,9,284.94
PxPxP NewnewG 超刺激俏魔女 奇跡軟x硬 動漫飛機杯,,,,UPPP-250,4582593595591,318.0,0.0,,0.0,0.0,0.0,0.0,0.0,93.33,4,0,0,1,0,5,466.65
ToysHeart 冰之公主 動漫飛機杯,,,,(dis),4526374917110,168.0,99.0,,0.0,0.0,0.0,0.0,0.0,32.5,2,0,0,0,0,2,65.0
KMP 天使爛漫 今井夏帆 女優飛機杯,,,,TOY-9001140,4582588267274,538.0,488.0,,0.0,0.0,0.0,0.0,0.0,135.28,3,0,0,0,0,3,405.84
SSI Japan 絕對營養補充劑 精氨酸【男性用】,顏色: 青龍的咆哮,,,SSI-SP001,4582137936217,178.0,158.0,,0.0,0.0,0.0,0.0,0.0,36.62,4,0,0,0,0,4,146.48
SSI Japan 絕對營養補充劑 精氨酸【男性用】,顏色: 麒麟的衝刺,,,SSI-SP005,4582137936255,178.0,158.0,,0.0,0.0,0.0,0.0,0.0,36.62,0,0,0,0,0,0,0.0
SSI Japan 絕對營養補充劑 精氨酸【男性用】,顏色: 白虎的跳躍,,,SSI-SP003,4582137936231,178.0,158.0,,0.0,0.0,0.0,0.0,0.0,36.62,0,0,0,0,0,0,0.0
SSI Japan 絕對營養補充劑 精氨酸【男性用】,顏色: 玄武的進軍,,,SSI-SP004,4582137936248,178.0,158.0,,0.0,0.0,0.0,0.0,0.0,36.62,6,0,0,0,0,6,219.71999999999997
SSI Japan 絕對營養補充劑 精氨酸【男性用】,顏色: 朱雀的飛行,,,SSI-SP002,4582137936224,178.0,158.0,,0.0,0.0,0.0,0.0,0.0,36.62,2,0,0,0,0,2,73.24
Toysheart 如果和天真可愛的她漂流到無人島 動漫飛機杯,,,,,4526374213229,118.0,0.0,,0.0,0.0,0.0,0.0,0.0,36.0,5,0,0,0,0,5,180.0
Toysheart 如果住在隔壁的肉感辣妹人妻來誘惑我 動漫飛機杯,,,,TH1099W01,4526374213212,118.0,0.0,,0.0,0.0,0.0,0.0,0.0,36.0,2,0,0,0,0,2,72.0
ToysHeart 極上淫乱裏垢女子 御伽樒 飛機杯,,,,,4526374113765,348.0,0.0,,0.0,0.0,0.0,0.0,0.0,109.66,2,0,0,0,0,2,219.32
G PROJECT 玄人HOLE-HD 名器飛機杯,,,,UGPR-226,4582593595577,298.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,96.93,4,0,0,0,0,4,387.72
Dame Products 親膚濕紙巾 25片,,,,E33121,813686021371,95.0,72.0,,0.0,0.0,0.0,0.0,0.0,40.0,2,0,0,1,0,3,120.0
EXE S1名器超再現飛機杯 標準,,,,UGAN-225,4582593587848,78.0,0.0,,75.0,0.0,0.0,0.0,0.0,32.0,26,0,0,0,0,26,832.0
lovetoy 愉悅手扣,,,,LV1655,6970260905947,168.0,148.0,,145.0,0.0,0.0,0.0,0.0,25.0,13,0,0,1,0,14,350.0
lovetoy流蘇乳頭夾連陰唇夾 紅色,,,,LT1106RD0,6970260906203,198.0,0.0,,0.0,0.0,0.0,0.0,70.0,50.6,2,0,0,0,0,2,101.2
Dame Products Sex Oil 按摩油 檀香木+小荳蔻,,,,E33122,813686021128,228.0,0.0,,0.0,0.0,0.0,0.0,0.0,90.58,8,0,0,0,0,8,724.64
PxPxP 遠隔絶頂 振動実感 BURU-BURU CHIKUBI ROTOR 免手持乳頭震動器,顏色: 黑 black,,,UPPP-261,4582593598295,738.0,648.0,,0.0,0.0,0.0,0.0,0.0,247.08,5,0,0,0,0,5,1235.4
PxPxP 遠隔絶頂 振動実感 BURU-BURU CHIKUBI ROTOR 免手持乳頭震動器,顏色: 粉 pink,,,UPPP-264,4582593598806,738.0,648.0,,0.0,0.0,0.0,0.0,0.0,247.08,0,0,0,0,0,0,0.0
Dame Products 蘆薈 水性潤滑劑 118ml,,,,E33123,813686021135,204.0,0.0,,0.0,0.0,0.0,0.0,0.0,68.95,5,0,0,0,0,5,344.75
SN-424 哥布連兔 (連頸圈&帶),顏色: 隨機黑白款,,,,44847765,218.0,0.0,,0.0,0.0,0.0,0.0,0.0,50.0,4,0,0,1,0,5,250.0
Perifit APP控制凱格爾訓練器 | 智能縮陰球,顏色: 綠色,,,,3770014642226,1238.0,1128.0,,0.0,0.0,0.0,0.0,855.0,680.14,6,0,0,0,0,6,4080.84
Perifit APP控制凱格爾訓練器 | 智能縮陰球,顏色: 粉紅色,,,,3770014642004,1238.0,1128.0,,0.0,0.0,0.0,0.0,855.0,680.14,5,0,0,0,0,5,3400.7
SISTALK 小怪獸 哥斯拉大師 G點怪獸棒(心動版),,,,WD0002099,6971668340750,328.0,0.0,,0.0,0.0,0.0,0.0,0.0,165.0,30,2,0,2,4,38,6270.0
G PROJECT HOLE CLEAN SHOWER 名器飛機杯 清洗器,,,,UGPR-223,4582593592965,198.0,0.0,,0.0,0.0,0.0,0.0,0.0,68.54,14,0,0,2,0,16,1096.64
Love Factor Back Fire 10 Camel 後庭肛塞震動器,,,,LVFR-136,4573200291548,298.0,268.0,,0.0,0.0,0.0,0.0,0.0,84.66,4,0,0,1,0,5,423.29999999999995
Toysheart 人造覺醒 動漫飛機杯,,,,TH1106G01,4526374913396,368.0,,,,,,,,121.0,2,0,0,0,0,2,242.0
Sensuva G How I adore you G點高潮凝膠,,,,E27478,855559007372,169.0,,,,,,,,69.52,10,0,0,1,0,11,764.7199999999999
SISTALK 小怪獸 Lemon 樂檬 智能凱格爾訓練器,,,,WD0001414,6971668340545,780.0,,,,,,,,380.0,8,2,0,2,2,14,5320.0
Fuji World Action! For Peace Vibes 迷你震蛋,款式: 藍色頭款,,,WDKG-790,4571355632452,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,58.05,1,0,0,0,0,1,58.05
Fuji World Action! For Peace Vibes 迷你震蛋,款式: 黃色頭款,,,WDKG-789,4571355632469,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,58.05,1,0,0,0,0,1,58.05
Satisfyer Pro 2 陰蒂吸啜器,顏色: 玫瑰金色,,,,4049369015030,598.0,548.0,,0.0,0.0,0.0,0.0,0.0,265.0,5,1,0,4,3,13,3445.0
Satisfyer Pro 2 陰蒂吸啜器,顏色: 藍色,,,,4061504009889,598.0,548.0,,0.0,0.0,0.0,0.0,0.0,265.0,6,1,0,0,0,7,1855.0
